07349 	 1 	 ['9006571']
0 	 5 	 ['7401']
'0' 	 1 	 ['8000358']
08 	 5 	 ['1015499']
08139 	 1 	 ['1023335']
08 	 2 	 ['21336']
08569 	 1 	 ['11004647']
08 	 1 	 ['9004922']
0 	 17 	 ['9002699', '9003001', '9004056', '9006481', '9006571', '9007358']
09 	 3 	 ['21336', '1015499']
0 	 2 	 ['9491', '9588']
096 	 1 	 ['9002699']
097 	 1 	 ['11004647']
0 	 1 	 ['9782']
09 	 1 	 ['9002699']
0 	 1 	 ['9904']
09e 	 1 	 ['1015499']
0a 	 1 	 ['24122']
'0b' 	 1 	 ['8000358']
0bwp06t4a405kzjblmjllm2utyznios00yzdjlwe1mtutotjhyje3zme4ntdl 	 1 	 ['1010683']
0u 	 1 	 ['48124']
0ubuntu1 	 3 	 ['7401']
0x 	 1 	 ['9005693']
0y 	 1 	 ['9005693']
1000000000 	 2 	 ['11562', '19339']
100000 	 2 	 ['1007513', '1022343']
100000158 	 2 	 ['38975']
100000264 	 1 	 ['21336']
10000 	 1 	 ['1022343']
100001085 	 2 	 ['1031318']
10000 	 2 	 ['11004647']
100001 	 1 	 ['1007715']
10000 	 1 	 ['2458']
100003095 	 1 	 ['9001117']
100003285 	 2 	 ['5014033']
100004081 	 2 	 ['11107']
100004871 	 4 	 ['11004506', '11004671']
100005156 	 2 	 ['10010446']
100005361 	 6 	 ['24517', '34368', '37198', '38975', '60990']
100005396 	 50 	 ['11107']
100006386 	 2 	 ['9002367']
100008230 	 6 	 ['10010371', '10010642', '10010755']
100008272 	 4 	 ['9001066', '9005849']
100008548 	 2 	 ['24744']
100009855 	 2 	 ['1021333']
1000 	 5 	 ['1015499', '1015600', '10010263']
100010703 	 2 	 ['1011628']
1000 	 3 	 ['11004647']
100012003 	 2 	 ['10010388']
100012879 	 4 	 ['11004713', '11004716']
100017045 	 2 	 ['2015078']
100017178 	 3 	 ['10010231', '10010388']
100018093 	 2 	 ['9002367']
100018436 	 2 	 ['2002411']
100022094 	 2 	 ['11004678']
1000 	 1 	 ['23603']
100023898 	 2 	 ['9002752']
100025468 	 6 	 ['9004922', '11004734', '11004752']
100026104 	 2 	 ['11004642']
100027024 	 2 	 ['12003365']
100031674 	 2 	 ['9002720']
100032189 	 2 	 ['9003618']
100033022 	 2 	 ['9005691']
100037338 	 2 	 ['9007129']
100041674 	 2 	 ['9002368']
100041733 	 2 	 ['10010371']
100044437 	 2 	 ['6031842']
100045571 	 1 	 ['11004460']
1000 	 2 	 ['48680']
100051572 	 2 	 ['9007056']
100062393 	 2 	 ['9003618']
100062958 	 2 	 ['10010326']
100068598 	 2 	 ['11004607']
100068905 	 2 	 ['11004539']
100073491 	 4 	 ['11004543', '11004547']
100097053 	 2 	 ['9005099']
100 	 5 	 ['1008039', '1008287', '1015499', '1016397', '1027124']
100103101 	 2 	 ['11004671']
100 	 6 	 ['11256', '11004647', '11004716']
100125454549185061172 	 2 	 ['28699']
100 	 10 	 ['184', '12777', '12946', '18913', '19339', '24772', '24803', '25097', '2017967', '2018687']
1002 	 2 	 ['7401']
_ 	 2 	 ['1003079']
100 	 30 	 ['31368', '33439', '34370', '39006', '40816', '46073', '63545', '63849', '8002818']
10080 	 1 	 ['2679']
100 	 4 	 ['9001783', '9002490', '9007120', '9007129']
100kbit 	 1 	 ['12771']
10 	 15 	 ['1010299', '1011265', '1011571', '1011913', '1015499', '1021301', '1027542', '10010485']
' 	 6 	 ['1010299']
10 	 1 	 ['1032877']
101 	 1 	 ['10007031']
10 	 23 	 ['11107', '11004539', '11004599', '11004647']
101 	 2 	 ['19219', '2015082']
10 	 2 	 ['12178']
101 	 12 	 ['9129', '22054', '25075', '29794', '31368', '34653', '5000181', '5000471', '5010888', '8002818']
' 	 11 	 ['1019361']
10 	 1 	 ['19490']
101 	 1 	 ['9698']
101's 	 1 	 ['8001']
10 	 5 	 ['21336', '2014370', '2018813']
' 	 4 	 ['1021745']
102 	 1 	 ['17767']
10 	 2 	 ['22331', '22333']
' 	 98 	 ['1022343']
1023 	 1 	 ['1011199']
102334155 	 1 	 ['46073']
102 	 1 	 ['3953']
10 	 1 	 ['24363']
10244 	 1 	 ['11004647']
10 	 33 	 ['25097', '25765', '26924', '27195', '27725']
' 	 1 	 ['1028215']
10 	 8 	 ['3953', '29688', '29709', '30147', '30935', '31409', '31414']
104 	 2 	 ['34370']
10 	 1 	 ['46073']
10472005088543597 	 1 	 ['1023335']
10 	 1 	 ['5004044']
1055 	 1 	 ['24122']
10566 	 1 	 ['29300']
10610209857723l 	 1 	 ['46073']
10 	 2 	 ['6617']
10702 	 2 	 ['5010706', '5010887']
10 	 8 	 ['7401']
'' 	 1 	 ['10751']
10 	 7 	 ['8002818']
1081387403219253 	 1 	 ['1023335']
108 	 2 	 ['25097']
10 	 37 	 ['8526', '9000406', '9002429', '9004662', '9004719', '9005083', '9005762', '9006481', '9006571']
10946 	 1 	 ['46073']
10987803538073201 	 2 	 ['1011265']
10 	 2 	 ['9904']
10min 	 1 	 ['24759']
10th 	 1 	 ['7860']
10x 	 1 	 ['11004632']
1 	 1 	 ['10003085']
1100087778366101931l 	 1 	 ['46073']
1 	 72 	 ['1003079', '10010263', '10010326', '10010364', '10010371', '10010435', '10010642', '10010678', '10010747', '10010755']
_ 	 1 	 ['11004539']
1 	 31 	 ['1005502', '1007513', '1007714', '1007715', '1008287', '1008516']
110 	 1 	 ['1011673']
1 	 177 	 ['10113', '10159', '10184', '10249', '1010299', '1011016', '1011111', '1011199', '1011265', '1011650', '1011652', '1012064', '1012700', '1013394', '1014868', '1015077', '1015442', '1015499', '1015600', '1016397', '1019151', '1019166', '1019222', '1019223', '1019361', '1019373', '1021745', '1022658', '1023335']
110 	 2 	 ['25097']
1 	 13 	 ['1026948', '1030083', '1030095', '1030507', '1033531', '1034540']
110390360046042149500 	 1 	 ['36470']
1 	 8 	 ['10444', '10478', '10794', '10905', '10983']
11 	 7 	 ['10010485']
1 	 41 	 ['11004440', '11004539', '11004543', '11004599', '11004642', '11004647', '11004678', '11004713', '11004716']
11 	 9 	 ['1011265', '1021301', '1030083', '1031725', '11004599']
1 	 8 	 ['11102', '11107', '11333']
11 	 1 	 ['1368']
1 	 14 	 ['11371', '11412', '11428', '11447', '11461', '11464', '11515', '11554', '11576', '11625', '11647']
11 	 3 	 ['16545', '16556']
1 	 5 	 ['11660', '11709', '11881']
11189825594777858 	 1 	 ['1023335']
11 	 1 	 ['19490']
1 	 2 	 ['11989', '12002']
11 	 4 	 ['21336', '2018963']
1 	 11 	 ['12188', '12209', '12232', '12363', '12373', '12452', '12495']
11 	 26 	 ['25097']
1 	 19 	 ['1280', '1294', '12557', '12637', '12771', '12809', '12890', '13026', '13041', '13083', '13095', '13247']
11 	 2 	 ['32588']
1 	 2 	 ['13291', '13325']
1134903170 	 1 	 ['46073']
1 	 6 	 ['13494', '13554', '13589', '13802', '13829', '13888']
'' 	 1 	 ['1139']
1 	 1 	 ['13900']
11 	 1 	 ['3953']
1 	 11 	 ['14020', '14260', '14277', '14291', '14314', '14473', '14592']
11 	 1 	 ['46073']
1 	 2 	 ['14701', '14773']
114 	 1 	 ['8002818']
1 	 1 	 ['14960']
11 	 2 	 ['52014', '52463']
1 	 1 	 ['15265']
1' 	 1 	 ['15491']
1 	 17 	 ['15601', '15678', '15709']
' 	 2 	 ['11576']
1 	 32 	 ['1643', '15892', '16025', '16144', '16178', '16362', '16414', '16534', '16575', '16653', '16774', '16930']
11701 	 1 	 ['29300']
1172 	 1 	 ['11004506']
1 	 10 	 ['17242']
11 	 6 	 ['7401']
1 	 1 	 ['17433']
'' 	 1 	 ['11755']
1176 	 1 	 ['14752']
117669030460994l 	 1 	 ['46073']
1 	 5 	 ['17674', '17840', '17855']
' 	 2 	 ['11792']
1 	 5 	 ['17985']
11 	 1 	 ['8003044']
1 	 2 	 ['18166', '18208']
118311 	 2 	 ['9904', '1021301']
11 	 1 	 ['834']
1 	 4 	 ['184']
1185628 	 1 	 ['6017300']
1 	 1 	 ['18801']
' 	 2 	 ['11881']
1 	 7 	 ['18874', '18913', '18952']
11898 	 1 	 ['1023335']
11 	 2 	 ['9006571']
1 	 10 	 ['19034', '19128', '19213', '19329']
' 	 1 	 ['11936']
1 	 1 	 ['19490']
' 	 2 	 ['11955']
1 	 6 	 ['19600', '19615', '19705']
11 	 2 	 ['9904']
11e 	 2 	 ['1015499']
1 	 29 	 ['20140', '2004324', '2004458', '2005703', '2010425', '2015581', '2017967', '2018778', '2018871']
120 	 2 	 ['18913']
1 	 4 	 ['2018963', '2019379']
120 	 1 	 ['19552']
12022 	 1 	 ['1012194']
1 	 1 	 ['20244']
120 	 2 	 ['25097']
1 	 1 	 ['2032']
' 	 2 	 ['12043']
12 	 4 	 ['10003632', '10010485', '10010687']
1 	 2 	 ['21003']
12 	 3 	 ['1011265', '1015499', '11004599']
1 	 2 	 ['21166']
121 	 1 	 ['25097']
1 	 2 	 ['21336']
' 	 2 	 ['12135']
121393 	 1 	 ['46073']
1 	 2 	 ['21661', '21711']
12 	 4 	 ['18913', '19552']
121963 	 1 	 ['7401']
12 	 1 	 ['2000782']
12200160415121876738l 	 1 	 ['46073']
1 	 1 	 ['22078']
' 	 2 	 ['12209']
1 	 1 	 ['22093']
12 	 1 	 ['21003']
1 	 1 	 ['22112']
12 	 2 	 ['21336', '22223']
1 	 2 	 ['2227']
12 	 2 	 ['23197', '24122']
1 	 1 	 ['2246']
12 	 30 	 ['25097']
1 	 3 	 ['22518', '22690', '22764']
12 	 1 	 ['29688']
1 	 2 	 ['22994']
12 	 1 	 ['30104']
1 	 2 	 ['23197']
12 	 1 	 ['3371']
1 	 2 	 ['23409']
12 	 2 	 ['341', '34248']
'1234' 	 1 	 ['7280']
1234 	 1 	 ['7280']
1 	 5 	 ['23571', '23739', '23883', '23950']
12 	 1 	 ['40608']
1 	 5 	 ['24117', '24122', '24149', '24401']
'' 	 1 	 ['12452']
12 	 1 	 ['46073']
1 	 39 	 ['24651', '24673', '24923', '24950', '25052', '25060', '25097']
125 	 1 	 ['10010750']
1 	 37 	 ['25122', '25149', '25195', '25203', '25398', '25487', '25522', '25570', '25618', '25648', '25704', '25765', '25795', '25800', '25810', '25834']
12586269025l 	 1 	 ['46073']
1 	 5 	 ['25898']
' 	 7 	 ['12593']
1 	 2 	 ['25953', '26067']
126 	 1 	 ['12003379']
1 	 32 	 ['26180', '26185', '26211', '26250', '26320', '26340', '26349', '26371', '26408', '26409', '26429', '26562', '26603']
12 	 1 	 ['66193']
1 	 5 	 ['26649', '26741']
' 	 2 	 ['12676']
1 	 67 	 ['278', '2741', '26854', '26858', '26860', '26877', '26924', '26960', '27134', '27195', '27272', '27389', '27397', '27469', '27556', '27614', '27725', '27758', '27771', '27831', '28031', '28071']
'' 	 1 	 ['12809']
1 	 24 	 ['2815', '28182', '28195', '28258', '28343', '28380', '28548', '28816', '28850', '28864', '28885', '28933', '28975', '28986', '28994']
12 	 1 	 ['9003001']
1 	 12 	 ['29025', '29111', '29169', '29171', '29179', '29224', '29300']
129 	 1 	 ['30961']
1 	 43 	 ['29360', '29384', '29533', '29682', '29709', '29710', '29763', '29817', '29869', '29929']
12cm 	 1 	 ['18913']
12e 	 1 	 ['1015499']
12t 	 1 	 ['9003001']
1 	 13 	 ['30028', '30103', '30104', '30147', '30175', '30178', '30260']
'1' 	 2 	 ['30326']
1 	 3 	 ['30326']
1304969544928657l 	 1 	 ['46073']
1 	 9 	 ['30542', '30590', '30602', '30660', '30701', '30819']
13 	 10 	 ['11936', '1011265', '10010485', '11004599']
131 	 1 	 ['21336']
1 	 29 	 ['3163', '31276', '31368', '31409', '31414', '31448', '31534', '31604', '31611', '31635', '31676', '31716', '31754', '31761', '31991']
13 	 1 	 ['21336']
1 	 1 	 ['32136']
' 	 2 	 ['13223']
132 	 2 	 ['25097']
1 	 5 	 ['32350', '32386', '32687']
13 	 6 	 ['26924']
1 	 1 	 ['32706']
' 	 2 	 ['13299']
1 	 3 	 ['3323', '33024']
13328890369876789 	 4 	 ['1011265']
13328890369876803 	 4 	 ['1011265']
1 	 1 	 ['33302']
13 	 1 	 ['34248']
1 	 7 	 ['3371', '33536', '33589']
13 	 1 	 ['373']
1 	 39 	 ['341', '3391', '3405', '3441', '33895', '33956', '34198', '34203', '34292', '34370', '34508', '34601']
13 	 2 	 ['46073']
1346269 	 1 	 ['46073']
1 	 7 	 ['3469', '34904', '34986', '34990']
1350 	 1 	 ['184']
1 	 5 	 ['35153', '35199', '35267']
135301852344706746049l 	 1 	 ['46073']
1 	 20 	 ['359', '35596', '35691', '35814', '35870', '35914', '36075', '36145']
' 	 2 	 ['13623']
1 	 27 	 ['373', '3626', '3641', '3667', '3725', '36283', '36332', '36474', '36636', '37049', '37125', '37304']
13 	 8 	 ['7401']
1 	 11 	 ['382', '37437', '37556', '38276']
' 	 2 	 ['13829']
''1'' 	 1 	 ['3848']
1'' 	 1 	 ['3848']
1 	 7 	 ['38673', '38767', '38923', '39006']
1393 	 1 	 ['1012942']
1 	 1 	 ['3953']
139583862445l 	 1 	 ['46073']
1 	 1 	 ['39966']
13e 	 1 	 ['1015499']
1 	 7 	 ['4066', '40596', '40928']
14 	 5 	 ['15265', '10010435', '11004599']
1415 	 1 	 ['3546']
14159 	 7 	 ['11792', '12232', '13041', '13083', '13829', '14914']
14159' 	 1 	 ['16907']
14159 	 1 	 ['9271']
1 	 3 	 ['41605', '41658']
14 	 2 	 ['17985', '19600']
14199 	 1 	 ['1017331']
1 	 2 	 ['42359', '42373']
14 	 2 	 ['25097']
1 	 6 	 ['4262', '4312', '42811']
14 	 1 	 ['33161']
1 	 2 	 ['43759']
1441 	 1 	 ['39006']
1 	 3 	 ['44214']
144 	 1 	 ['25097']
1 	 4 	 ['44324']
144 	 1 	 ['46073']
1 	 1 	 ['4451']
14 	 1 	 ['46073']
14472334024676221l 	 1 	 ['46073']
14 	 1 	 ['5004488']
1 	 5 	 ['4546', '45098', '45369']
14 	 1 	 ['5645']
1 	 3 	 ['46073']
14 	 1 	 ['6657']
1 	 5 	 ['46884']
14706 	 2 	 ['2015078']
14790 	 1 	 ['1014868']
1 	 1 	 ['4799']
14810 	 2 	 ['1014868']
1 	 11 	 ['48125', '48492', '48680']
14 	 3 	 ['9004922', '9006571']
14930352 	 1 	 ['46073']
1 	 3 	 ['4948', '49684']
14992 	 1 	 ['11004647']
14e 	 1 	 ['1015499']
1 	 4 	 ['5000181', '5002217', '5004488']
150 	 1 	 ['1027546']
1 	 2 	 ['5010888', '5012302']
150 	 2 	 ['34370']
1 	 5 	 ['50507', '50650']
15 	 8 	 ['16847', '1011265', '1016199', '1027542', '10003632', '11004599']
1 	 3 	 ['51867', '51983', '52008']
15 	 1 	 ['2017967']
1 	 3 	 ['5247', '52463']
15 	 2 	 ['25097']
1 	 2 	 ['5254', '52930']
15 	 1 	 ['29688']
1 	 6 	 ['53141', '53334']
15 	 3 	 ['37889', '46073', '46316']
1548008755920l 	 1 	 ['46073']
'' 	 2 	 ['15531']
1 	 2 	 ['55571', '55599']
15 	 1 	 ['59181']
' 	 5 	 ['15597', '15601']
15 	 1 	 ['64421']
1 	 5 	 ['5645', '5747', '56875', '57558']
15 	 1 	 ['7965']
158 	 1 	 ['11004539']
1' 	 1 	 ['5833']
15 	 5 	 ['8579', '9057', '9000127', '9004918', '9006571']
1 	 2 	 ['5913', '59181']
15947 	 1 	 ['17195']
1 	 1 	 ['59645']
1597 	 1 	 ['46073']
15981 	 1 	 ['1023335']
15 	 1 	 ['9893']
15m 	 1 	 ['64421']
1 	 4 	 ['6000095', '6017300', '6019770', '6031725']
160500643816367088l 	 1 	 ['46073']
160 	 1 	 ['9002522']
1 	 6 	 ['60990']
16 	 5 	 ['11107', '19600', '1011265', '1021301', '11004599']
1 	 2 	 ['6232']
162 	 2 	 ['34370']
16 	 4 	 ['25097', '26546']
1 	 8 	 ['6334', '6349', '6374']
'' 	 1 	 ['16384']
16421 	 1 	 ['17039']
16 	 5 	 ['46073', '52463', '5012302']
1 	 1 	 ['6552']
165580141 	 1 	 ['46073']
1 	 17 	 ['65769']
16591 	 1 	 ['184']
1 	 67 	 ['66382']
16 	 1 	 ['66193']
168 	 1 	 ['184']
' 	 1 	 ['16857']
16 	 4 	 ['9006571']
' 	 2 	 ['16907']
16 	 2 	 ['9893', '9904']
16e 	 2 	 ['1015499']
16th 	 2 	 ['20183', '60877']
17 	 5 	 ['13731', '1011265', '1021274', '11004599']
17167680177565l 	 1 	 ['46073']
17 	 6 	 ['184', '22088', '26517', '28031', '30326']
173 	 1 	 ['180']
17 	 1 	 ['3469']
1 	 70 	 ['7384', '7401']
17 	 3 	 ['5662', '46073', '5009238']
1 	 1 	 ['7668']
17711 	 1 	 ['46073']
17 	 1 	 ['7401']
1779979416004714189l 	 1 	 ['46073']
17 	 1 	 ['834']
1 	 6 	 ['8002165', '8002818', '8003044']
18 	 6 	 ['11004468', '11004599', '11004607']
181 	 1 	 ['1031725']
18 	 1 	 ['11660']
1 	 1 	 ['8133']
' 	 2 	 ['18135']
18 	 2 	 ['15376', '16025']
1 	 1 	 ['8186']
18 	 7 	 ['21336', '25097', '30999', '2004458']
1 	 3 	 ['834']
18 	 1 	 ['34505']
1 	 2 	 ['8351']
1836311903 	 1 	 ['46073']
18367 	 1 	 ['9006571']
18 	 1 	 ['46073']
1 	 1 	 ['8483']
18 	 1 	 ['5004982']
185 	 2 	 ['34370']
1 	 1 	 ['8549']
1860 	 1 	 ['834']
186 	 1 	 ['1016397']
18664 	 1 	 ['11004647']
1 	 1 	 ['8718']
' 	 1 	 ['18735']
1 	 1 	 ['8799']
18 	 3 	 ['8526', '9698', '9003001']
1 	 43 	 ['9029', '9001066', '9002699', '9002752', '9003001', '9003008', '9004128', '9004145', '9004681', '9004758', '9005610', '9005849', '9006481', '9006528', '9006571', '9007358', '9007424', '9007833']
190392490709135l 	 1 	 ['46073']
1 	 5 	 ['9057', '9062', '9096', '9100']
19 	 6 	 ['1011265', '11004599']
1 	 1 	 ['9143']
192 	 1 	 ['184']
19232 	 2 	 ['1019296', '1020440']
19 	 1 	 ['24122']
193435659x 	 1 	 ['10010750']
1 	 1 	 ['9409']
19 	 1 	 ['46073']
'' 	 1 	 ['19490']
19535 	 1 	 ['29300']
19627 	 1 	 ['29300']
196418 	 1 	 ['46073']
196 	 2 	 ['9006571']
1 	 2 	 ['9698', '9738']
19740274219868223167l 	 1 	 ['46073']
1 	 2 	 ['9782', '9818']
19 	 1 	 ['9006571']
1 	 1 	 ['9932']
199 	 1 	 ['39006']
1994 	 2 	 ['30961']
1999 	 4 	 ['34370']
19e 	 1 	 ['1015499']
1ab34c 	 1 	 ['33956']
1bow 	 1 	 ['39006']
1bsow 	 2 	 ['39006']
1c090j3m400v0w3f0r0p 	 1 	 ['21786']
1hr 	 1 	 ['24759']
1mbsow 	 1 	 ['39006']
1s 	 2 	 ['50849']
1st 	 4 	 ['3017', '6506', '9426', '22054']
1star 	 2 	 ['50849', '53118']
1starred 	 1 	 ['50849']
1uoh20tkvk0 	 1 	 ['7401']
20000000000000001 	 6 	 ['1011650']
2000 	 5 	 ['2458', '9005610', '11004539', '11004647']
200 	 1 	 ['11004647']
2001 	 3 	 ['2032', '7401']
200 	 1 	 ['2018675']
'' 	 1 	 ['2004324']
2005 	 3 	 ['21336', '11004468']
200 	 1 	 ['66539']
2007 	 3 	 ['21336', '1027130']
2008 	 1 	 ['1010683']
2009 	 3 	 ['21336', '9004922']
20 	 5 	 ['10002431', '10003632']
2010 	 6 	 ['1030083', '11004468']
20 	 11 	 ['1011016', '1026605', '11004599']
2011 	 11 	 ['21336', '1000299', '10010435']
201 	 1 	 ['17767']
20 	 1 	 ['12003379']
2012 	 20 	 ['9698', '21336', '22088', '23790', '24122', '32588', '34370', '46385', '48680', '1012942', '9000413', '10010750', '12001708']
' 	 1 	 ['2018871']
20 	 9 	 ['23287', '25097', '34370', '2003588']
20365011074l 	 1 	 ['46073']
204 	 2 	 ['34370']
20 	 1 	 ['46073']
208 	 2 	 ['34370']
20 	 4 	 ['9000406', '9000778', '9004918', '9006571']
209 	 1 	 ['36470']
20 	 2 	 ['9558', '9858']
20and 	 1 	 ['10002431']
20bars 	 1 	 ['10002431']
20error 	 1 	 ['10002431']
20means 	 1 	 ['10002431']
20x20 	 2 	 ['1003079', '1011016']
2 	 213 	 ['10093', '10113', '10184', '10376', '10644', '10666', '10794', '10983', '11048', '11102', '11107', '1008408', '1010936', '1011111', '1011199', '1011265', '1011571', '1011673', '1012700', '1015442', '1015499', '1015502', '1015784', '1017331', '1019151', '1019166', '1019222', '1019223', '1019373', '1021296', '1021745', '1026948', '1027407', '1027542', '1029035', '1030094', '1030095', '1030507', '1031725', '10010263', '10010364', '10010435', '10010485', '10010747', '11004440', '11004599', '11004678']
2111485077978050l 	 1 	 ['46073']
2 	 1 	 ['11155']
21 	 2 	 ['16435', '16922']
2 	 10 	 ['11868', '11881', '11936', '11973', '12003365']
21 	 1 	 ['21336']
2 	 1 	 ['12178']
212 	 1 	 ['2014850']
21 	 2 	 ['22088', '22223']
2 	 3 	 ['12284', '12373', '12495']
212 	 3 	 ['50760', '5000471', '5014033']
21 	 2 	 ['25097']
2 	 1 	 ['12593']
21 	 1 	 ['30999']
2 	 14 	 ['1323', '1368', '13374', '13554', '13720', '13731', '13802', '13888', '13900', '14073', '14144', '14408']
21 	 2 	 ['46073']
2 	 2 	 ['14960', '15000']
215 	 1 	 ['11004647']
2 	 27 	 ['15192', '15203', '15289', '15413', '15497', '15597', '15678', '15780', '15892', '15992']
216007 	 1 	 ['5005682']
2 	 40 	 ['16081', '16144', '16151', '16325', '16360', '16362', '16374', '16435', '16847', '16867', '17195', '17242', '17433', '17452']
2175 	 1 	 ['29300']
2 	 2 	 ['17655', '17786']
2178309 	 1 	 ['46073']
2 	 17 	 ['184', '17855', '17985', '18401', '18735', '18786', '18874']
218922995834555169026l 	 1 	 ['46073']
2 	 2 	 ['19015', '19028']
' 	 1 	 ['21911']
2 	 24 	 ['19128', '19341', '19426', '19486', '19490', '19552', '19573', '19594', '19600', '19615', '19705', '19772', '19872', '19962']
